0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,6,6,6,11,10,6,6,6,6,6,6,6,0,0,0,0,0,0
0,9,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,22,22,0,15,14,0,0,0,0,22,22,22,11,0,0,0,0,0
0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,0
0,9,0,0,0,0,0,0,0,22,22,22,22,0,0,7,0,0,0,0
0,9,0,0,16,17,0,0,0,0,0,0,22,0,0,7,0,0,0,0
0,9,0,0,7,9,0,22,22,22,0,0,22,0,0,7,0,0,0,0
0,13,8,8,12,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0
0,0,0,0,0,13,17,0,0,0,0,16,8,8,8,12,0,0,0,0
0,0,0,0,0,0,13,8,8,8,8,12,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
