0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10,6,6,6,11,0,10,6,6,6,11,0,10,6,6,6,11,0,10,6,6,6,11,0,0,0,0,0
0,0,9,0,0,0,7,0,9,0,0,0,7,0,9,0,0,0,7,0,9,0,0,0,7,0,0,0,0,0
0,0,9,0,0,0,7,0,9,0,0,0,7,0,9,0,0,0,7,0,9,0,0,0,7,0,0,0,0,0
0,0,9,18,18,18,15,6,14,18,18,18,15,6,14,0,18,18,15,6,14,18,18,18,15,6,6,11,0,0
0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
0,0,9,0,20,20,16,8,17,0,20,20,16,8,17,20,20,20,16,8,17,20,20,20,16,8,8,12,0,0
0,0,9,0,0,0,7,0,9,0,0,0,7,0,9,0,0,0,7,0,9,0,0,0,7,0,0,0,0,0
0,0,9,0,0,0,7,0,9,0,0,0,7,0,9,0,0,0,7,0,9,0,0,0,7,0,0,0,0,0
0,0,13,8,8,8,12,0,13,8,8,8,12,0,13,8,8,8,12,0,13,8,8,8,12,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
