0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10,6,6,6,11,10,6,6,6,11,10,6,6,6,11,10,6,6,6,11,0,0,0,0,0,0,0,0
0,0,9,0,0,0,7,9,0,0,0,7,9,0,0,0,7,9,0,0,0,7,0,0,0,0,0,0,0,0
0,0,9,0,0,0,7,9,0,0,0,7,9,0,0,0,7,9,0,0,0,7,0,0,0,0,0,0,0,0
0,0,9,18,18,18,15,14,18,18,18,15,14,0,18,18,15,14,18,18,18,15,6,6,11,0,0,0,0,0
0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
0,0,9,0,20,20,16,17,20,20,20,16,17,0,20,20,16,17,20,20,20,16,8,8,12,0,0,0,0,0
0,0,9,0,0,0,7,9,0,0,0,7,9,0,0,0,7,9,0,0,0,7,0,0,0,0,0,0,0,0
0,0,9,0,0,0,7,9,0,0,0,7,9,0,0,0,7,9,0,0,0,7,0,0,0,0,0,0,0,0
0,0,13,8,8,8,12,13,8,8,8,12,13,8,8,8,12,13,8,8,8,12,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
