0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,55,0,0,0,0
0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0
0,0,0,0,53,0,66,0,60,52,52,52,52,61,0,51,0,0,0,0
0,0,0,0,53,0,66,0,51,0,0,0,0,53,0,51,0,0,0,0
0,0,0,0,53,0,66,0,59,50,50,50,50,58,0,51,0,0,0,0
0,0,0,0,53,0,66,0,0,0,0,0,0,0,0,51,0,0,0,0
0,0,0,0,53,0,66,66,66,66,0,66,66,66,0,51,0,0,0,0
0,0,0,0,53,0,0,0,0,0,0,0,0,66,0,51,0,0,0,0
0,0,0,0,53,0,66,0,66,66,66,66,66,66,0,51,0,0,0,0
0,0,0,0,53,0,66,0,0,0,0,0,0,0,0,51,0,0,0,0
0,0,0,0,57,52,52,52,52,52,52,52,52,52,52,56,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
