0,0,0,0,0,0,0,0,54,50,50,50,55,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,53,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,53,0,67,0,51,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,53,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,54,58,66,0,66,59,55,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,53,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,57,52,61,0,66,0,51,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,54,50,50,50,58,0,66,0,51,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,53,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,57,52,61,0,66,0,60,52,56,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,53,0,66,0,59,50,50,50,55,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,57,52,61,0,66,0,60,52,56,0,0,0,0,0,0,0,0
0,0,0,0,0,54,50,50,50,58,0,66,0,51,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,53,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,57,52,61,0,66,0,60,52,56,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,53,0,66,0,59,50,55,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,53,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,57,61,66,0,66,60,56,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,53,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,53,0,69,0,51,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,53,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,57,52,52,52,56,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
